	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	D_longicatena	P_distasonis	R_obeum
B_caccae	0.0	230.75187164831053	233.16836655883372	0.02143700612719866	232.1051582541762	0.06251008068823366	0.21234140370948723	0.02458166183455677	4.582971200699821	0.2348394971176207	17.365289581034222	54.06796335901696
B_cellulosilyticus_WH2	774.9935404658466	0.0	0.006173652532331146	442.45218760959483	0.08298854394674247	446.4791263995891	225.84593680495365	624.887330366433	67.56548711355313	200.57782478127407	3.452151513704881	0.699787343554814
B_ovatus	1496.2382627546142	0.010577116861346016	0.0	615.5721410637711	0.08316107112521881	636.1130251327743	265.4258984877366	1032.4399236737997	68.52918686149901	231.72770904016812	3.4533613002715913	0.7092862759272485
B_thetaiotaomicron	0.015664039066454683	188.94072121736093	190.78922880467698	0.0	185.93509426545162	0.07531850769917779	0.22598632502384217	0.03624680971254179	4.528778998969436	0.24631421300687714	17.444163996682597	51.4203283682883
B_uniformis	157.1935911981124	0.22312874935410867	0.21955956098278545	135.57261060827386	0.0	136.11542157900166	132.09010375830204	150.33222812104123	55.60676273589332	121.17119094959641	3.4440352590277015	0.932351446071476
B_vulgatus	0.04461197820931309	188.83903368358955	193.14923321581117	0.06276756904883483	203.47030753888689	0.0	0.24093147431915368	0.06560102310597954	4.622506748128109	0.22786268496320536	17.15649464663472	51.369399087857886
C_aerofaciens	0.03795257864794821	988.9170810961659	1028.198885812231	0.05556408469414335	162.09532571632593	0.08877220265827662	0.0	0.03607627249853229	4.779071766341724	0.04145166188957671	15.592601704349205	67.76079979258465
C_scindens	0.002620528621240725	269.505815204478	272.3627812755305	0.020332710082975835	251.9116449509618	0.0620809698387439	0.18908006649112113	0.0	4.5886039998901875	0.2110951013585096	17.242445813416456	55.98598637235375
C_spiroforme	0.5954758925521967	8.927948010265553	8.839446158864593	0.5752420510804739	8.906487604293497	0.6199217129125374	0.6951952782686898	0.6185490841457079	0.0	0.7106878669123259	5.731742623189436	7.345139261467451
D_longicatena	0.06817861314447242	620.713115282745	653.4316485167697	0.0840238171225902	159.62705981407714	0.08160859069223039	0.05042658697737079	0.0662882199577439	4.8389230925704725	0.0	15.497154498214638	66.32008794421093
P_distasonis	15.12365949546752	3.9249972386438983	3.905359184531513	15.176489897983483	3.6195905767023846	14.930606770806197	14.854146858714657	15.170843170294784	24.011247889171432	14.614340160070352	0.0	3.7389169751694458
R_obeum	59.47024348476378	0.6255147750391917	0.6285596541640338	56.07745802967844	0.6927016167506259	55.18481631610945	47.897979249466836	57.628219273945895	37.514964318442516	46.757042024482075	3.1429170262739157	0.0
