	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	P_distasonis	R_obeum
HF/HS	0.04538722885268752	inf	inf	0.16014888577367428	0.06298166356630348	0.02577253494037697	2.929916489274603	0.14591291061879297	1.0198619760982999	1.6149487905861843	inf
