	0.0	1.0	2.0	4.0	6.0	9.0	11.0	12.0	14.0	15.0	16.0	18.0	20.0	24.0	25.0	26.0	28.0	29.0	30.0	32.0	34.0	37.0	39.0	40.0
B_caccae	18156778.455386635	28672181.298581522	37057179.31578147	38446266.72485225	13919472.802278697	22506337.233402554	18217296.328124132	36379148.75026457	44985402.68387804	40965159.079913594	112658294.46328345	86608452.03623348	98027601.15077792	151847542.0291296	106913968.60040632	121004632.54280645	86804736.27578306	71197281.12597594	61135439.26225899	69345141.18584055	64850284.11946856	49081987.93811943	40356780.46722959	39665025.53792033
B_cellulosilyticus_WH2	22231656.42599813	48132284.98023309	95910138.81488729	183535282.8290938	29871786.367443588	57208509.04255784	64274786.456586145	175355781.33081073	111111250.44077384	42417316.43274088	72846428.0842438	73593804.59978832	68987285.1112904	62479206.10397641	54741559.81479477	53515616.06458503	170153765.56005678	174654892.77214295	164090221.86665097	372242321.6159365	433302205.5513415	299536958.5810362	302432830.0356078	273240068.10511065
B_ovatus	16400870.186550759	30568323.130303912	40983474.71232301	87844810.04053849	11030586.840358466	55695573.4073491	18178660.581173595	58342952.26718904	35153063.75057551	7202592.534996292	5147874.5921467105	3668178.3778163115	3788998.2521115826	5135807.195182786	4821200.943200598	4556094.5454142	35892011.98773625	47685698.038952366	44451447.93053022	54666474.06722413	50689445.65407927	59816813.357534125	57764599.28709008	59923932.900783114
B_thetaiotaomicron	12843702.414440054	21695020.281546693	35097553.50960204	76465185.23849009	16206940.665405566	28752305.26642318	25355739.156085145	45248421.47011434	36961224.61370428	26584746.647213887	56113982.961477935	36360124.041038245	42346073.49851939	64501535.84966891	41452583.42426963	45213384.99931402	52451096.186255515	47332499.94536559	40988829.98544429	48944770.72839762	48605454.55858518	41637061.38041446	55147682.32874638	50873684.40028577
B_uniformis	1220991.5486888965	1824146.1182693974	2928147.0804949724	6345318.475340969	6423248.710777631	9805755.433752779	11398139.163748194	15926297.882192211	12246080.91121976	10988663.957788505	16438808.378333826	21342527.489389338	22743804.23332973	23072731.20504284	21098693.00245542	22052871.00138039	28502636.996472802	26780009.917017426	23610647.2615666	29439218.281567954	28765627.191101167	32648005.087486736	16790688.254842002	17133973.72767277
B_vulgatus	23710002.636604264	29943144.350170508	38178659.68562583	57165882.53266789	21495472.39887528	23269397.59755508	23196274.136184298	49110787.407331035	45749277.72432999	31051111.83193355	47173519.38087178	60152031.02165	71526691.03789146	117342389.36008903	100694437.81468977	100203835.66502196	77771820.92118971	75114274.21256825	69424634.09233452	92511071.64069177	95184669.63472004	85564816.8362814	95809483.12891671	88069198.31041002
C_aerofaciens	512080.3145108547	1184568.5908195546	2049419.8439280058	3038698.1569783892	1819965.6853288866	2997276.812158466	1444816.2700578754	2136424.5803617653	2161017.742396501	1670837.4161101412	1707475.3181580615	834834.4950468193	1010468.2068631198	844281.3156752031	971477.819437996	1045265.0743546861	2602280.9587351303	1796906.6447069384	1819361.704235333	2175942.9804281867	1370601.83557632	1494003.5491504776	1350753.8594072927	1488995.84018444
C_scindens	4199229.386125414	4945525.720738063	5526768.913206367	5912925.497521572	3160909.8827316537	5488001.491196603	3701891.231137939	5197255.260256372	4684641.039448952	5341522.522753932	8202166.01225168	4668560.853409859	6119994.323214233	6764530.716183564	7048013.261587416	6966056.182937514	10573055.611352043	6916380.542953264	6713156.543076717	7844442.530062383	5474743.821057356	5469393.008083499	4831048.427919354	5057540.615638101
C_spiroforme	169487.0158112874	367597.1655255569	693845.4734691468	730018.5793775832	207433.25152825605	489675.0608679876	203575.29233431965	218328.23695622588	169413.92292844423	144260.48362241054	161251.3039984181	138608.60953199593	174589.7657632379	285192.88114791474	252987.95117876472	254689.75491999034	315123.74063990294	259480.80897565064	264401.86001034774	317111.2471521917	352818.35712734365	427414.7741646605	340150.957620094	333902.7233400315
P_distasonis	210168.21127467835	421534.9354419713	923662.6016166857	4196808.112800054	8169048.519302597	13877658.036372237	10407126.77841713	16015879.92160243	23858942.24672482	11767641.969579322	12920516.08995901	9859031.151275111	10868151.822940145	16700067.331691355	13534088.891513802	13386273.581834555	13497259.79714568	14586288.903940354	14926548.41768696	21530949.04092628	22296175.26010686	19736993.649278	27211650.44067008	22312222.31909071
R_obeum	526635.4090438914	1756837.252755969	6113958.160768175	26661750.74410753	9491427.042122662	26154931.131705772	8169608.773916206	23523245.925961107	8281982.20326251	4635585.017987178	3736734.923404022	2793007.0603797007	3047772.5952028623	3905908.818664205	4098739.5968525466	4318157.297235183	23344334.22484287	17092522.50429547	17502829.537347447	21722134.735525113	18693000.777966008	18028989.304195963	17580989.163053323	18688202.5273012
