	0.0	1.0	2.0	4.0	6.0	9.0	11.0	12.0	14.0	15.0	16.0	18.0	20.0	24.0	25.0	26.0	28.0	29.0	30.0	32.0	34.0	37.0	39.0	40.0
B_caccae	14063182.846566029	19526842.828558292	35841094.1590728	35076812.642774016	36008893.86890501	43757061.424987115	16387838.990096949	47084908.99566838	89067620.65600352	86546129.76661943	69900330.17854652	101340336.03409664	108045502.89226745	92955234.42163907	76508080.42532241	105673907.89967324	148262671.6321767	92791410.84508276	78757242.88045734	110691132.04231614	90187634.19627036	54805144.74746334	50232180.863332175	61431668.856035426
B_cellulosilyticus_WH2	27110030.70321652	48978991.49941504	186537765.9251594	111609590.05403914	95286667.82704167	61544045.72035847	30719574.77098665	271276823.3874293	171924108.08046377	119296189.1060269	72913704.76497611	77378463.49721241	74782713.23951727	60696446.61577417	56325593.22448775	76676483.90947126	251870752.98489857	176690226.64766672	152781143.45274603	314001964.4881901	246821261.28296366	153489544.61599264	151607669.12044466	225105663.15135878
B_ovatus	13334532.26235928	26737522.793435223	69808857.28015113	43888842.67391288	73649215.50527579	64176574.092543386	15111304.912150389	79604594.63612454	44758073.605910964	18576489.59583397	10113063.159030966	5130931.0999231	3882349.846525835	3210775.1142162858	3256322.3341767923	3721028.4470194597	34680084.62715214	50163007.234638475	47715401.89131774	67799105.23874247	56523266.25717946	63093848.11071781	50225112.06349758	71584220.52097102
B_thetaiotaomicron	10466800.774603112	20379409.062109448	50211540.24459174	51228628.81185371	49053328.942380995	69332713.32812276	15165881.99135518	63487544.93236791	50384368.6081296	51649484.013031356	44442377.7984754	55278046.2922523	56019064.4412702	53085379.71487061	43384347.36744856	53205655.01939409	113412043.85360907	65702661.24516293	54689771.7424487	71612584.40986705	62545252.57704736	58268499.57517202	47899391.58543728	59130969.27198903
B_uniformis	1898983.2936108287	2829471.1241647187	5070010.014061068	8988691.092283541	11880513.482198102	10410550.035139183	8054503.107749855	16879180.29498001	19557229.553604383	19129385.65307855	18428238.752966817	32322258.779914416	33405391.406046376	15460271.788206551	15841130.004493752	20418836.421100397	31803713.4318972	29254520.094955713	29419352.19313013	47917226.95515056	38424993.22237037	21756048.417387147	16119153.34156834	18473189.053068217
B_vulgatus	42317756.864582874	41685009.53346583	71178675.6239284	49761744.60350944	45303853.455677845	37101120.72541387	16390900.724290822	52494456.43491827	66627373.70349274	63677330.983512394	52357632.6886004	60124882.90128755	75553769.46091549	72510225.08253233	66750629.15792659	104827346.9913867	132969302.75732017	90055177.47052531	79577153.32231063	121328614.80942252	120831767.79888956	73203914.12992613	67340684.83311118	83838832.44178593
C_aerofaciens	887830.01695457	1610832.4213114153	2878156.1421066923	3157930.1082992107	3823689.776576723	1820929.137479626	2235971.155908535	3453066.487550993	3211222.7487454806	2970857.3792743757	1959899.5212997268	1218309.0832711216	1055940.487871047	1450014.3591044946	1476957.8965245055	1797346.0590346165	3331333.8942430518	2526389.033822321	2529201.4281510687	3693640.968335893	2285390.439863998	2320423.730448558	1961471.2958484069	2150432.4725257964
C_scindens	6342854.751917431	5920024.536533678	7328903.998173103	6310112.263548905	6716589.338172322	6049341.14095488	4107693.556616279	6455290.388409408	6543778.223002012	7641596.816838481	7587973.123766989	6311549.669221372	6292538.68808582	9708674.344933836	7720965.006878177	9382202.435998175	15093756.563024523	8976760.83744455	8770985.11786031	10562639.324495245	7888422.463360753	6413971.388215305	6368836.869878268	6691152.7202499155
C_spiroforme	651036.8161005265	851325.5890232153	1276602.8561223247	769773.5079537027	549402.3922368438	988459.6204587347	313290.0017462896	303138.9692735959	267188.6070403826	232265.78390459876	217601.0442861133	204497.3083778279	235386.83301570304	287530.71302870277	275738.89155406563	302110.28581004834	394981.3109261154	355443.44089430466	363629.7961384218	422991.6333389965	562661.8463148393	512751.723703656	497887.40355599707	521066.9949427898
D_longicatena	188198.79852892942	107573.73844559974	78213.49028878873	46708.241866229095	37119.20503495147	24804.2032996792	21690.52691363098	23329.1231377467	22297.796449063782	23101.074867261785	26276.29171374961	33720.33482618067	45672.547693716464	67443.59158167764	75129.06459104398	89035.14215549538	124444.54633031331	129393.21883852029	131277.72468409556	137837.00759281387	131406.07492198359	132019.89527393342	136016.8180711728	140236.0415583418
P_distasonis	700965.7709970509	1401324.953238918	3418226.784141806	10775626.00629703	23735000.01984638	7741718.672394768	8082745.930135331	19486798.835893873	32087757.665201694	22710677.812145673	16374639.643597556	13583131.386662439	12031291.789969023	13829037.943703119	12869450.158810185	13608908.65043463	21020122.885134593	21594360.725367736	20962953.949672937	29937488.615205877	29227189.647798263	31006665.319177277	28585284.904663246	30924668.106601022
R_obeum	3073342.3567305543	8319395.591717381	23248784.253275417	20575844.426622733	34108898.12274119	9064138.582827445	9659520.839508384	27726452.585676324	19445037.241054114	9924051.521185912	6822178.00074601	4158673.480895357	4039747.67790111	5647725.484073106	5276495.337082176	5997546.157988266	38809068.13354045	19594546.109816127	21159741.16971727	27548489.284862015	24166304.520711742	22856086.801338337	24446475.30031948	26256387.717952427
