	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	D_longicatena	P_distasonis	R_obeum
B_caccae	0.0	1.2044703026244192	6.48025613660619	0.7833173137197543	2.0284670613427385	3.79374471682164	22.19178824698496	5.250382457929628	69.93064193106356	13.821625887924231	4.235891791202743	4.179124693134682
B_cellulosilyticus_WH2	87.43380109823063	0.0	3.963628674138296	2.1849346721001552	11.23892267593397	0.9161684157712088	12.741646647739682	4.565615462868769	69.05298570227082	9.728776947336588	2.1849346721001552	8.457536013760482
B_ovatus	171.25451672734766	0.57324202438617	0.0	29.306175354133877	4.247248094834886	1.6826568265682658	63.37418621473597	97.25206682250983	32.68477242929387	11.754014884449667	4.861919714843419	3.8616724444068655
B_thetaiotaomicron	1.415549597855228	7.116816431322208	3.974961935374725	0.0	7.535098997171509	104.32926403906522	25.13023637857078	7.105215865816611	103.60269203991645	11.958188153310104	25.817948952520354	10.321340433822574
B_uniformis	1.0602409638554218	0.4186628828979217	18.59221265777619	3.4546222034613763	0.0	0.4076284271585361	11.298718227243102	4.554232187513246	16.589876444798726	9.62238728623251	2.363980325387817	3.6240760295670538
B_vulgatus	503.2559941874546	10.11958120619538	4.190476190476191	2.9138090824837812	12.186739897999216	0.0	23.099551406950926	5.216061185468451	53.49849669272399	10.61858529819695	31.89501704571989	16.0813367518345
C_aerofaciens	2.970041714069018	20.687275341480948	127.40103780578207	3.5675675675675675	27.69927719718245	13.992277992277993	0.0	10.594782005720724	47.62699193389731	10.61858529819695	27.86051867888894	65.38240798502807
C_scindens	1.0713299585826046	9.58694244138348	15.994697070131247	2.397578203834511	7.25610069355253	26.229490174522468	59.77740303541315	0.0	44.02139037433155	10.582881906825568	45.22401171303075	32.102439480325266
C_spiroforme	6.053703861563379	1.883340327318506	10.606683136133142	8.950501873949943	13.699859747545583	3.8277042735765314	22.243505760108427	11.850058774870478	0.0	11.071633237822349	11.490238706030697	47.581017949348414
D_longicatena	20.648906060469923	11.071633237822349	12.415670534857343	3.816383464367233	21.431119920713577	6.595771941063421	16.391202371996282	9.62238728623251	36.42674253200569	0.0	60.856439704675964	37.19794637763833
P_distasonis	31.398386871182804	5.869665218502428	40.5860974906259	1.371083933657229	16.30437090780393	0.6063896429317185	13.493102089081592	4.679501314561954	27.806751715562104	10.345096341199394	0.0	29.564379372654404
R_obeum	5.273268168295792	4.690895212247148	76.4438235452152	3.8616724444068655	6.468709980363698	2.2408605765190353	15.957582184517497	19.781968020782013	49.353115727002965	10.916475029287977	5.571136827773996	0.0
