	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	P_distasonis	R_obeum
B_caccae	0.0	0.8096353295416527	236.9845940799723	40.99851705388038	3.001224817333277	2.4000673939598163	47.80279975654291	12.425056125368666	43.49935123265795	12.138931633326006	113.35437843298187
B_cellulosilyticus_WH2	1.2445003142677562	0.0	557.4996318657046	139.67302452316076	32.00458190148912	10.981232774837045	157.92570324243076	23.463826255360352	48.62026862026862	21.36039495337356	331.55123785647135
B_ovatus	6.969866311309805	26.23420230378212	0.0	11.416549789621318	39.57425888599381	6.862593451920598	90.8076289145279	20.711192158650558	27.503867247925747	27.06377801693884	50.63044592516658
B_thetaiotaomicron	1.0314802411252513	2.2222222222222223	12.763181096808323	0.0	4.089635854341736	1.6345548419594509	29.75166737618845	11.426692965154503	22.647058823529413	12.527414453692694	18.37471783295711
B_uniformis	2.1100454316002017	3.9375689201798285	16.283898684328292	8.928199791883454	0.0	3.510985056936037	47.13888186187705	14.885893500600561	21.272162310363736	15.294117647058824	34.973923121498935
B_vulgatus	1.430069196896624	7.2531634673323575	6.589992275341173	9.226361031518625	11.132901418315532	0.0	34.641909814323604	10.306202564773619	28.950917063510772	4.118171399465172	7.0479466781337345
C_aerofaciens	13.566309829248873	10.155616581666013	18.041567106983454	28.540764451139147	94.41672125290299	22.658210395698333	0.0	44.64838855195228	24.71635150166852	89.04302019315189	42.9089279490116
C_scindens	4.671290583379431	2.334512379989894	75.41766910983047	10.809582094771812	11.985940246045693	5.140712945590995	50.89425888871787	0.0	29.15062287655719	15.735333511920707	73.82303839732889
C_spiroforme	22.335230402056176	11.639905238220585	20.831964969896003	138.2089552238806	45.193370165745854	7.321651526241013	103.98600969503589	49.58031246808945	0.0	81.04338901875819	104.5635603639046
P_distasonis	6.434514109271807	88.95260386190755	15.861699276333423	17.730751913552453	8.739765195165273	4.900966903778166	43.21036889332004	22.669362992922142	21.5591545429591	0.0	12.292124945006599
R_obeum	2.690847743568115	3.9375689201798285	45.07354786886892	19.738467126770797	10.809582094771812	4.480251689979167	61.030444964871194	21.448692152917506	23.598615916955016	23.891172802438913	0.0
