	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	D_longicatena	P_distasonis	R_obeum
B_caccae	1.0	0.025347368421052632	0.00037894736842105265	0.817978947368421	0.006947368421052632	0.8221052631578948	0.9087578947368421	0.9608421052631579	0.46408421052631577	0.8930947368421053	0.34778947368421054	0.017726315789473684
B_cellulosilyticus_WH2	0.025347368421052632	1.0	0.9105263157894737	0.03865263157894737	0.9030315789473684	0.10993684210526315	0.05027368421052632	0.039073684210526316	0.02362105263157895	0.07174736842105263	0.5171368421052631	0.8818526315789473
B_ovatus	0.00037894736842105265	0.9105263157894737	1.0	0.004210526315789474	0.9517473684210527	0.06092631578947368	0.0006315789473684211	0.0005473684210526316	0.003157894736842105	0.04408421052631579	0.48905263157894735	0.894821052631579
B_thetaiotaomicron	0.817978947368421	0.03865263157894737	0.004210526315789474	1.0	0.0112	0.7581894736842105	0.8264421052631579	0.8032421052631579	0.4982315789473684	0.8118315789473685	0.3094736842105263	0.04543157894736842
B_uniformis	0.006947368421052632	0.9030315789473684	0.9517473684210527	0.0112	1.0	0.07461052631578947	0.015284210526315789	0.012378947368421052	0.010063157894736842	0.037810526315789475	0.49941052631578947	0.9073684210526316
B_vulgatus	0.8221052631578948	0.10993684210526315	0.06092631578947368	0.7581894736842105	0.07461052631578947	1.0	0.8867368421052632	0.8440421052631579	0.37086315789473684	0.8509894736842105	0.45246315789473684	0.11688421052631578
C_aerofaciens	0.9087578947368421	0.05027368421052632	0.0006315789473684211	0.8264421052631579	0.015284210526315789	0.8867368421052632	1.0	0.9369684210526316	0.4029473684210526	0.9382315789473684	0.4162526315789474	0.06383157894736842
C_scindens	0.9608421052631579	0.039073684210526316	0.0005473684210526316	0.8032421052631579	0.012378947368421052	0.8440421052631579	0.9369684210526316	1.0	0.44484210526315787	0.9093894736842105	0.37557894736842107	0.02631578947368421
C_spiroforme	0.46408421052631577	0.02362105263157895	0.003157894736842105	0.4982315789473684	0.010063157894736842	0.37086315789473684	0.4029473684210526	0.44484210526315787	1.0	0.4031578947368421	0.1713263157894737	0.018189473684210526
D_longicatena	0.8930947368421053	0.07174736842105263	0.04408421052631579	0.8118315789473685	0.037810526315789475	0.8509894736842105	0.9382315789473684	0.9093894736842105	0.4031578947368421	1.0	0.4108631578947368	0.06631578947368422
P_distasonis	0.34778947368421054	0.5171368421052631	0.48905263157894735	0.3094736842105263	0.49941052631578947	0.45246315789473684	0.4162526315789474	0.37557894736842107	0.1713263157894737	0.4108631578947368	1.0	0.5495578947368421
R_obeum	0.017726315789473684	0.8818526315789473	0.894821052631579	0.04543157894736842	0.9073684210526316	0.11688421052631578	0.06383157894736842	0.02631578947368421	0.018189473684210526	0.06631578947368422	0.5495578947368421	1.0
