	name	median	mean	25th percentile	75th percentile
B_caccae	B_caccae	0.29815120674129036	0.30447347020499854	0.2533477093560377	0.34741411590684274
B_cellulosilyticus_WH2	B_cellulosilyticus_WH2	0.5134010359583692	0.5117684960845618	0.4571320367649524	0.569246602446702
B_ovatus	B_ovatus	1.0188606366236934	0.9627046526001055	0.9069465808459614	1.1060831823594786
B_thetaiotaomicron	B_thetaiotaomicron	0.6459293357197116	0.6521220320704821	0.5674707564800887	0.7268067218552073
B_uniformis	B_uniformis	0.34723091308291065	0.3572220772546074	0.30131815800553374	0.39977339465810313
B_vulgatus	B_vulgatus	0.24086112521668868	0.25176103625654894	0.1950497717472778	0.29540270890635706
C_aerofaciens	C_aerofaciens	0.5223272916428043	0.5276000812423041	0.4304307883302595	0.621689676087047
C_scindens	C_scindens	0.4890106130369287	0.4929168487668807	0.4150212116312625	0.567163787068896
C_spiroforme	C_spiroforme	0.2297820133950945	0.2519229796991061	0.17134565464075063	0.3071553538197619
D_longicatena	D_longicatena	0.07798519509156024	0.08283874423905949	0.04934517857249969	0.10587178315585388
P_distasonis	P_distasonis	0.5036089631235103	0.5090358715041463	0.4438221189824494	0.5699528154418765
R_obeum	R_obeum	0.9832262281792608	0.9482741779218475	0.8835957325336916	1.063267533446093
