	0.0	1.0	2.0	4.0	6.0	9.0	11.0	12.0	14.0	15.0	16.0	18.0	20.0	24.0	25.0	26.0	28.0	29.0	30.0	32.0	34.0	37.0	39.0	40.0
B_caccae	28462127.347060964	38192683.69151456	35926376.7955831	50963216.17569093	43616919.75929731	25113312.01781041	43728046.1430161	41936816.5027921	180060238.46746463	14974188.167273017	25366056.335598774	29716497.533701904	25853082.39090261	22269735.492499925	22901025.008329935	23597894.427168537	43083051.583129294	30456578.243260883	75980579.81339821	23067255.568476424	37390604.02155999	58833820.84617641	22313044.766755663	45420814.315284535
B_cellulosilyticus_WH2	22990434.09276823	21406875.895884864	17446690.01243	18798847.384718668	19748090.33174274	20810240.387355104	36729247.973905504	35415080.85140539	37808826.516407356	26728836.373053845	85044300.78608653	129358990.21805863	113372886.85781159	146110352.0000146	92737509.31589156	98129336.84524271	84525742.06547414	38680328.635564566	69983043.00101462	49991416.28842053	50822207.176072024	33074652.044192336	21622184.125941433	28452777.186508156
B_ovatus	60601808.200525895	19029910.7235061	9767981.516294643	4092929.5297940383	2823288.614644376	2756310.9170938525	3570595.792694375	4024508.8346350235	6555920.772645811	8706146.922088409	20515576.897522427	44509052.28842968	39695914.04106494	60665672.14581191	41240794.18460347	42130515.47484453	14126861.354632443	6927824.020615566	4913749.995443298	2239213.5394224836	2133150.181112875	2102289.097012635	1591171.6631870675	1622170.4645075256
B_thetaiotaomicron	11161341.24625606	15029991.321473643	18443677.739845257	16458693.092405604	14142694.913371012	12942687.30629431	20175187.394818954	20950684.19687352	25919625.260476448	15442703.029623039	22725001.73999202	29191868.624032654	31281623.397589553	35805251.32611508	30900309.67612991	30121528.091715243	38062709.05004544	27173226.265885178	45417854.07355532	26988110.765048508	31130255.060362156	38758013.03410165	33025838.639341842	56766292.046576835
B_uniformis	1073543.1784894278	1362298.5356158505	1832014.6812484427	3798202.621827511	4621549.950992991	5468769.078600138	8403131.981221331	8337590.40645791	8378725.548539616	7486065.893022964	10474936.21732067	14924635.487354554	16599016.499518313	23832067.298983887	20476789.545536563	19868546.178296793	11653343.841040922	9261844.246682238	10577686.129964147	7319126.320306196	6139303.410696808	4607793.227093299	3342919.39881739	3423530.1423224444
B_vulgatus	25932895.847625546	24758089.674479842	20663100.816913024	21593440.01809067	17719050.55746647	17099234.41743939	26336966.934986964	26975169.021906078	25005736.03449986	14154365.28677959	23259475.6432847	34467378.70440258	40845762.1236359	47202504.15958686	44446337.588906035	48233310.80966368	80740678.59613878	50760382.12191323	136394280.6653558	46168654.22805952	60609680.33539559	53805255.97784384	37764115.39241125	68210525.8525812
C_aerofaciens	456326.4185978181	514958.2182935268	537729.6665335691	460707.97358680464	436269.2787401236	616490.3573987568	433234.3030139388	499330.4170576875	584864.2980418216	598586.0806437241	729426.4175164858	900938.6937904359	1095312.3530404214	1416397.9016910186	1399584.0156130563	1312181.6835234356	1488888.9179240875	1591105.4315170245	1924840.1605148942	612951.9483338773	575869.5768002536	558038.3126049058	539760.8771318466	674009.5492201498
C_scindens	3283754.124399299	3959990.167219211	4659500.752898126	3922766.4271057206	3191518.0077620335	3758742.5302441777	2642887.8642741325	3173471.361921075	4226786.274350696	3055346.1333767693	3296433.026717048	4151498.7018159884	4748376.918331975	5123293.404129359	4749242.373336597	4338511.41199076	6371272.983068274	6434143.275738993	9887300.233498517	3055784.655397427	4270665.190075553	4897906.321753475	4010446.7524133306	6344755.770671313
C_spiroforme	132694.68444931103	267390.9889195487	474244.9805231123	677203.1036229266	282085.5164414151	477157.2328763644	112062.94559632278	152350.31427072006	264214.1213252399	173893.4738721431	152906.17790006206	137551.68759704754	129421.39594129511	119928.16207344817	120484.30976889809	113310.801212287	223000.87901734546	269128.92900076165	390798.511851394	256999.2190908121	320346.63619636203	372406.1283414798	268108.67066710244	356868.68635278125
P_distasonis	393765.9165366116	551883.7615679497	622112.1674528745	663367.1368896118	1143771.927922994	1734155.5047845854	2735255.2063281727	3154245.161666492	3399873.6054603443	3822613.6702055535	5685885.623224514	11630068.765893068	13706260.50072508	20317103.491579864	13838062.490122924	13288019.458212666	15483567.799557894	10200586.086129576	9930492.25488361	6962884.692159455	6363714.022431915	8247191.474144101	6711476.507526785	7465796.478958182
R_obeum	335091.49471539166	418665.4655718277	573010.0078379619	1108740.7941564885	1306451.872300942	2187547.0003676116	2372495.9416698427	3042276.8180307606	6318555.950955133	6337759.8442509	10157782.62018288	14017165.746764323	12962133.486624844	17665862.19476889	14178877.640371516	12795811.243625686	9368185.694300719	7916205.213525888	9739131.632103669	3443457.4136269307	3142399.772045077	3476176.688214873	4191415.3916507084	6575647.0649090465
