	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	P_distasonis	R_obeum
B_caccae	0.0	2.1985209228904177	2.1985209228904177	2.1985209228904177	2.1985209228904177	1.6678185161132186	0.23686905043226034	0.551362833944742	0.23686905043226034	1.4309494656809583	0.23686905043226034
B_cellulosilyticus_WH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3144937835124816	0.0	0.0	0.0
B_ovatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3144937835124816	0.0	0.0	0.0
B_thetaiotaomicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3144937835124816	0.0	0.0	0.0
B_uniformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3144937835124816	0.0	0.0	0.0
B_vulgatus	0.0	0.530702406777199	0.530702406777199	0.530702406777199	0.530702406777199	0.0	0.0	0.3144937835124816	0.0	0.0	0.0
C_aerofaciens	2.133569692158285	4.095221564616442	4.095221564616442	4.095221564616442	4.095221564616442	3.5645191578392432	0.0	0.551362833944742	0.23686905043226034	3.5645191578392432	0.4737381008645207
C_scindens	2.133569692158285	4.095221564616442	4.095221564616442	4.095221564616442	4.095221564616442	3.5645191578392432	0.23686905043226034	0.0	0.23686905043226034	3.5645191578392432	0.4737381008645207
C_spiroforme	3.3704643698627996	5.332116242320956	5.332116242320956	5.332116242320956	5.332116242320956	4.801413835543757	1.473763728136775	1.7882575116492565	0.0	4.801413835543757	1.473763728136775
P_distasonis	0.0	0.7675714572094594	0.7675714572094594	0.7675714572094594	0.7675714572094594	0.23686905043226034	0.23686905043226034	0.551362833944742	0.23686905043226034	0.0	0.23686905043226034
R_obeum	1.8967006417260248	3.858352514184182	3.858352514184182	3.858352514184182	3.858352514184182	3.327650107406983	0.23686905043226034	0.551362833944742	0.0	3.327650107406983	0.0
