	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	P_distasonis	R_obeum
B_caccae	0.0	4.721705677715105	5.036199461227587	3.2462703859175868	4.077811225680039	3.9049169766299987	0.23686905043226034	0.9985322191515232	0.7539161066822307	3.156829075856973	0.6840384356390417
B_cellulosilyticus_WH2	1.0340941124999408	0.0	1.3485878960124222	0.5170470562499704	0.831540839762452	2.242926666425985	0.0	0.761663168719263	0.0	2.242926666425985	0.44716938520678134
B_ovatus	0.41495789782344106	0.41495789782344106	0.0	0.41495789782344106	0.7294516813359226	1.6237904517494852	0.0	1.1766210665427042	0.0	1.6237904517494854	0.44716938520678134
B_thetaiotaomicron	0.5170470562499704	1.4754352917975175	2.3069761315599697	0.0	1.3485878960124222	2.2370984605167803	0.0	0.761663168719263	0.5170470562499704	2.242926666425985	0.44716938520678134
B_uniformis	0.5170470562499704	0.958388235547547	1.789929075309999	0.5170470562499704	0.0	2.2370984605167803	0.0	0.761663168719263	0.0	1.7258796101760145	0.44716938520678134
B_vulgatus	0.5170470562499704	2.54266831126112	2.8571620947736016	1.5784518698043686	2.4099927095668208	0.0	0.0	0.761663168719263	0.5170470562499704	0.831540839762452	0.44716938520678134
C_aerofaciens	9.333966623447353	12.784709138230257	13.718339136419237	11.826320902682712	12.657861742445162	12.484967493395121	0.0	3.0292304912673473	1.2276542075467514	10.747675503722258	2.6174736719054548
C_scindens	7.9550952995872315	11.405837814370134	12.754425710382556	10.447449578822587	11.278990418585039	11.106096169535	0.8886959986879618	0.0	0.9907851571144911	9.287978368320365	1.3624340995524824
C_spiroforme	11.485832012611436	14.419527471144368	15.353157469333349	13.978186291846793	14.292680075359275	14.636832882559203	2.8624725404608635	4.766137982607988	0.0	11.96753593881293	4.117512112813836
P_distasonis	2.283081296814541	5.056790452598717	5.371284236111198	4.09840221705117	4.412896000563651	3.3456629811000487	0.7768301516647332	1.4576675088422255	0.3618722538412921	0.0	1.5581316231531852
R_obeum	8.177361538845673	11.628104053628576	12.561734051817558	10.669715818081029	11.501256657843483	11.32836240879344	1.0136992020969935	1.8991941223234061	0.8789193100912626	9.92520250540225	0.0
